Dependencia,Codigo,CodObjeto,Naturaleza,Objeto,Periodo,Cantidad,Objeto-Desc - Tipo_Expte
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,A,,JUBILACION Y RETIRO POR INVALIDEZ,201605,2,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,B,,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201605,71,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,C,,PRESTACIONES VARIAS,201605,7,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,1,,AMPARO POR MORA DE LA ADMINISTRACION,201605,2,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,11,,REAJUSTES VARIOS,201605,1053,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,12,,OTROS - PREVISIONALES,201605,3,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,13,,AMPAROS Y SUMARISIMOS,201605,19,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,15,,EJECUCION PREVISIONAL,201605,35,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,16,,EJECUCION FISCAL,201605,1,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201605,217,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,19A,,EJECUCION LEY 23660,201605,5,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,22,,LEY 24557,201605,5,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,3,,PENSIONES,201605,14,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,35A,,RECURSO DE QUEJA POR RECURSO ADMINISTRATIVO DENEGADO (1),201605,1,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,37,,ACCION MERAMENTE DECLARATIVA,201605,3,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,38,,COBRO DE PESOS,201605,4,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,39,,INFORMACION SUMARIA,201605,1,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,40,,INCONSTITUCIONALIDADES VARIAS,201605,4,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,8,,IMPUGNACION DE DEUDA,201605,17,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,B,,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201605,6,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,11,,REAJUSTES VARIOS,201605,28,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,13,,AMPAROS Y SUMARISIMOS,201605,4,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,15,,EJECUCION PREVISIONAL,201605,2,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201605,16,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,22,,LEY 24557,201605,6,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,3,,PENSIONES,201605,6,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,38,,COBRO DE PESOS,201605,2,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,40,,INCONSTITUCIONALIDADES VARIAS,201605,2,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,8,,IMPUGNACION DE DEUDA,201605,4,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,CFT,8,,IMPUGNACION DE DEUDA,201605,1,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,COM,B,,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201605,7,
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,COM,11,,REAJUSTES VARIOS,201605,72,
