Dependencia,Codigo,CodObjeto,Naturaleza,Objeto,Período,cantidad,Objeto-Desc - Tipo_Expte
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,11,P,REAJUSTES VARIOS,201409,122,11 - REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,13,P,AMPAROS Y SUMARISIMOS,201409,1,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,15,P,EJECUCION PREVISIONAL,201409,4,15 - EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,1,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,22,P,LEY 24557,201409,9,22 - LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,35,P,RECURSO DE QUEJA,201409,5,35 - RECURSO DE QUEJA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,8,P,IMPUGNACION DE DEUDA,201409,1,8 - IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,B,P,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201409,4,"B - RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,C,P,PRESTACIONES VARIAS,201409,2,C - PRESTACIONES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,1,P,AMPARO POR MORA DE LA ADMINISTRACION,201409,2,1 - AMPARO POR MORA DE LA ADMINISTRACION
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,11,P,REAJUSTES VARIOS,201409,1086,11 - REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,12,P,OTROS - PREVISIONALES,201409,11,12 - OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,13,P,AMPAROS Y SUMARISIMOS,201409,52,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,14,P,MEDIDAS CAUTELARES,201409,5,14 - MEDIDAS CAUTELARES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,15,P,EJECUCION PREVISIONAL,201409,103,15 - EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,16,P,EJECUCION FISCAL,201409,1,16 - EJECUCION FISCAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,16A,P,EJECUCION FISCAL MINISTERIO DE TRABAJO,201409,8,16A - EJECUCION FISCAL MINISTERIO DE TRABAJO
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,169,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,19A,P,EJECUCION LEY 23660,201409,5,19A - EJECUCION LEY 23660
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,2,P,JUBILACION POR INVALIDEZ,201409,1,2 - JUBILACION POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,22,P,LEY 24557,201409,41,22 - LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,3,P,PENSIONES,201409,21,3 - PENSIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,32,P,AMPAROS Y SUMARISIMOS SEC. 2,201409,1,32 - AMPAROS Y SUMARISIMOS SEC. 2
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,35,P,RECURSO DE QUEJA,201409,83,35 - RECURSO DE QUEJA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,37,P,ACCION MERAMENTE DECLARATIVA,201409,2,37 - ACCION MERAMENTE DECLARATIVA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,39,P,INFORMACION SUMARIA,201409,1,39 - INFORMACION SUMARIA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,40,P,INCONSTITUCIONALIDADES VARIAS,201409,8,40 - INCONSTITUCIONALIDADES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,8,P,IMPUGNACION DE DEUDA,201409,37,8 - IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,A,P,JUBILACION Y RETIRO POR INVALIDEZ,201409,5,A - JUBILACION Y RETIRO POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,B,P,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201409,28,"B - RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,C,P,PRESTACIONES VARIAS,201409,20,C - PRESTACIONES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,I04,P,INCIDENTE,201409,21,I04 - INCIDENTE
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,PV1,P,JUBILACION POR INVALIDEZ,201409,1,PV1 - JUBILACION POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,CRE,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,2,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,11,P,REAJUSTES VARIOS,201409,1125,11 - REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,12,P,OTROS - PREVISIONALES,201409,2,12 - OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,13,P,AMPAROS Y SUMARISIMOS,201409,22,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,15,P,EJECUCION PREVISIONAL,201409,7,15 - EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,100,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,19,P,COBRO DE APORTES O CONTRIBUCIONES,201409,2,19 - COBRO DE APORTES O CONTRIBUCIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,19A,P,EJECUCION LEY 23660,201409,2,19A - EJECUCION LEY 23660
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,22,P,LEY 24557,201409,18,22 - LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,3,P,PENSIONES,201409,21,3 - PENSIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,35,P,RECURSO DE QUEJA,201409,4,35 - RECURSO DE QUEJA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,37,P,ACCION MERAMENTE DECLARATIVA,201409,1,37 - ACCION MERAMENTE DECLARATIVA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,40,P,INCONSTITUCIONALIDADES VARIAS,201409,4,40 - INCONSTITUCIONALIDADES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,8,P,IMPUGNACION DE DEUDA,201409,10,8 - IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,A,P,JUBILACION Y RETIRO POR INVALIDEZ,201409,8,A - JUBILACION Y RETIRO POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,B,P,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201409,157,"B - RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,C,P,PRESTACIONES VARIAS,201409,15,C - PRESTACIONES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DEX,I04,P,INCIDENTE,201409,6,I04 - INCIDENTE
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,1,P,AMPARO POR MORA DE LA ADMINISTRACION,201409,1,1 - AMPARO POR MORA DE LA ADMINISTRACION
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,11,P,REAJUSTES VARIOS,201409,624,11 - REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,12,P,OTROS - PREVISIONALES,201409,1,12 - OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,13,P,AMPAROS Y SUMARISIMOS,201409,12,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,15,P,EJECUCION PREVISIONAL,201409,16,15 - EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,36,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,19A,P,EJECUCION LEY 23660,201409,2,19A - EJECUCION LEY 23660
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,19D,P,EJECUCION LEY 22804 Y CONCORDANTES,201409,1,19D - EJECUCION LEY 22804 Y CONCORDANTES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,2,P,JUBILACION POR INVALIDEZ,201409,1,2 - JUBILACION POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,22,P,LEY 24557,201409,1,22 - LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,35,P,RECURSO DE QUEJA,201409,2,35 - RECURSO DE QUEJA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,37,P,ACCION MERAMENTE DECLARATIVA,201409,4,37 - ACCION MERAMENTE DECLARATIVA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,40,P,INCONSTITUCIONALIDADES VARIAS,201409,18,40 - INCONSTITUCIONALIDADES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,8,P,IMPUGNACION DE DEUDA,201409,1,8 - IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,A,P,JUBILACION Y RETIRO POR INVALIDEZ,201409,2,A - JUBILACION Y RETIRO POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,B,P,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201409,3,"B - RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,D,P,EJECUCION DE HONORARIOS ASTREINTES OTROS,201409,2,D - EJECUCION DE HONORARIOS ASTREINTES OTROS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DPS,I04,P,INCIDENTE,201409,10,I04 - INCIDENTE
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,DRE,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,5,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,INF,13,P,AMPAROS Y SUMARISIMOS,201409,42,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,INF,32,P,AMPAROS Y SUMARISIMOS SEC. 2,201409,1,32 - AMPAROS Y SUMARISIMOS SEC. 2
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,INP,8,P,IMPUGNACION DE DEUDA,201409,1,8 - IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,1,P,AMPARO POR MORA DE LA ADMINISTRACION,201409,1,1 - AMPARO POR MORA DE LA ADMINISTRACION
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,11,P,REAJUSTES VARIOS,201409,1005,11 - REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,12,P,OTROS - PREVISIONALES,201409,8,12 - OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,13,P,AMPAROS Y SUMARISIMOS,201409,35,13 - AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,14,P,MEDIDAS CAUTELARES,201409,2,14 - MEDIDAS CAUTELARES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,15,P,EJECUCION PREVISIONAL,201409,16,15 - EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,17,P,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201409,376,17 - PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,19,P,COBRO DE APORTES O CONTRIBUCIONES,201409,2,19 - COBRO DE APORTES O CONTRIBUCIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,22,P,LEY 24557,201409,4,22 - LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,3,P,PENSIONES,201409,72,3 - PENSIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,32,P,AMPAROS Y SUMARISIMOS SEC. 2,201409,2,32 - AMPAROS Y SUMARISIMOS SEC. 2
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,LET,35,P,RECURSO DE QUEJA,201409,9,35 - RECURSO DE QUEJA
