Dependencia,Codigo,CodObjeto,Naturaleza,Objeto,Periodo,Cantidad,Objeto-Desc - Tipo_Expte
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,259,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201507,4,17-PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,1,,AMPARO POR MORA DE LA ADMINISTRACION,201507,4,1-AMPARO POR MORA DE LA ADMINISTRACION
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,11,,REAJUSTES VARIOS,201507,657,11-REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,12,,OTROS - PREVISIONALES,201507,2,12-OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,13,,AMPAROS Y SUMARISIMOS,201507,7,13-AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,15,,EJECUCION PREVISIONAL,201507,16,15-EJECUCION PREVISIONAL
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201507,139,17-PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,18,,MEDIDA CAUTELAR (AUTONOMA),201507,1,18-MEDIDA CAUTELAR (AUTONOMA)
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,19,,COBRO DE APORTES O CONTRIBUCIONES,201507,1,19-COBRO DE APORTES O CONTRIBUCIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,19A,,EJECUCION LEY 23660,201507,2,19A-EJECUCION LEY 23660
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,2,,JUBILACION POR INVALIDEZ,201507,1,2-JUBILACION POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,22,,LEY 24557,201507,9,22-LEY 24557
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,3,,PENSIONES,201507,9,3-PENSIONES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,32,,AMPAROS Y SUMARISIMOS SEC. 2,201507,1,32-AMPAROS Y SUMARISIMOS SEC. 2
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,35,,RECURSO DE QUEJA,201507,3,35-RECURSO DE QUEJA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,35A,,RECURSO DE QUEJA POR RECURSO ADMINISTRATIVO DENEGADO (1),201507,1,35A-RECURSO DE QUEJA POR RECURSO ADMINISTRATIVO DENEGADO (1)
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,37,,ACCION MERAMENTE DECLARATIVA,201507,2,37-ACCION MERAMENTE DECLARATIVA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,40,,INCONSTITUCIONALIDADES VARIAS,201507,5,40-INCONSTITUCIONALIDADES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,8,,IMPUGNACION DE DEUDA,201507,4,8-IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,A,,JUBILACION Y RETIRO POR INVALIDEZ,201507,1,A-JUBILACION Y RETIRO POR INVALIDEZ
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,B,,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201507,94,"B-RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,C,,PRESTACIONES VARIAS,201507,4,C-PRESTACIONES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,ASE,I04,,INCIDENTE,201507,1,I04-INCIDENTE
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,11,,REAJUSTES VARIOS,201507,28,11-REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,12,,OTROS - PREVISIONALES,201507,2,12-OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,13,,AMPAROS Y SUMARISIMOS,201507,2,13-AMPAROS Y SUMARISIMOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201507,4,17-PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,8,,IMPUGNACION DE DEUDA,201507,2,8-IMPUGNACION DE DEUDA
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,B,,"RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)",201507,8,"B-RETIRO POR INVALIDEZ (ART 49 P.4. LEY 24,241)"
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,BAE,C,,PRESTACIONES VARIAS,201507,2,C-PRESTACIONES VARIAS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,COM,11,,REAJUSTES VARIOS,201507,50,11-REAJUSTES VARIOS
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,COM,12,,OTROS - PREVISIONALES,201507,1,12-OTROS - PREVISIONALES
CAMARA FEDERAL DE LA SEGURIDAD SOCIAL - SALA 1-,COM,17,,PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG,201507,16,17-PERSONAL MILITAR Y CIVIL DE LAS FFAA Y DE SEG
